"name","url"
"Faculdade de Filosofia,Ciências e Letras de Piraju","http://www.fafip.edu.br/"
"Faculdade de Filosofia,Ciencias e Letras do Alto São Francisco","http://www.fasf.edu.br/"
"Faculdade de Formaçao de Professores da Mata Sul","http://www.famasul.edu.br/"
"Faculdade de Formaçao de Professores de Belo Jardim","http://www.fabeja.com.br/"
"Faculdade de Formaçao de Professores de Goiana","http://www.ffpg.com.br/"
"Faculdade de Formaçao de Professores de Serra Talhada","http://www.fafopst.com.br/"
"Faculdade de Goiás","http://www.fago.edu.br/"
"Faculdade de Guanambi","http://www.portalfg.com.br/"
"Faculdade de Ilha Solteira","http://www.faisa.com.br/"
"Faculdade de Ilhéus","http://www.faculdadedeilheus.com.br/"
"Faculdade de Imperatriz","http://www.facimp.edu.br/"
"Faculdade de informática de Cuiabá","http://www.ficcuiaba.com.br/"
"Faculdade de informática e Administração Paulista","http://www.fiap.com.br/"
"Faculdade de Inhumas","http://www.facmais.com.br/"
"Faculdade de Integracao Garibaldi","http://www.fisul.edu.br/"
"Faculdade de Iporá","http://www.faculdadedeipora.com.br/"
"Faculdade de Itaituba","http://www.unifaitb.edu.br/"
"Faculdade de Itapiranga","http://www.seifai.edu.br/"
"Faculdade de Itápolis","http://www.facita.edu.br/"
"Faculdade de Jaguariuna","http://www.faj.br/"
"Faculdade de Jandaia do Sul","http://www.fafijan.br/"
"Faculdade de José Bonifácio","http://www.fjb.com.br/"
"Faculdade de Juazeiro do Norte","http://www.fjn.edu.br/"
"Faculdade de Macapá","http://www.faculdadedemacapa.com.br/"
"Faculdade de Mantena","http://www.famamg.edu.br/"
"Faculdade de Maua","http://www.facmaua.edu.br/"
"Faculdade de Medicina de Barbacena","http://www.funjob.edu.br/"
"Faculdade de Medicina de Campos","http://www.fmc.br/"
"Faculdade de Medicina de Juazeiro do Norte","http://www.fmj-ce.edu.br/"
"Faculdade de Medicina de Jundiai","http://www.fmj.br/"
"Faculdade de Medicina de Marília","http://www.famema.br/"
"Faculdade de Medicina de Petropolis e Faculdade Arthur Sa Earp Neto","http://www.fog.br/"
"Faculdade de Medicina de São José do Rio Preto","http://www.famerp.br/"
"Faculdade de Mercado Amplio","http://www.escolademarketing.com.br/"
"Faculdade de Minas","http://www.faminas.edu.br/"
"Faculdade de Mococa","http://www.fafem.com.br/"
"Faculdade de Música Carlos Gomes","http://www.fmcg.com.br/"
"Faculdade de Música do Espirito Santo","http://www.fames.es.gov.br/"
"Faculdade de Nanuque","http://www.fanan.edu.br/"
"Faculdade de Natal","http://www.falnatal.com.br/"
"Faculdade de Negocios e Tecnologías da Informação","http://www.facnet.com.br/"
"Faculdade de Nova Venecia","http://www.univen.edu.br/"
"Faculdade de Odontologia de Campos","http://www.focampos.br/"
"Faculdade de Odontologia de Manaus","http://www.fom.edu.br/"
"Faculdade de Odontologia do Recife","http://www.for.edu.br/"
"Faculdade de Odontologia São Leopoldo Mandic","http://www.slmandic.com.br/"
"Faculdade de Olinda","http://www.focca.com.br/"
"Faculdade de Orlândia","http://www.fao.com.br/"
"Faculdade de para de Minas","http://www.fapam.edu.br/"
"Faculdade de Pato Branco","http://www.fadep.br/"
"Faculdade de Patos de Minas","http://www.faculdadepatosdeminas.com/"
"Faculdade de Paulínia","http://www.facp.com.br/"
"Faculdade de Pindamonhangaba","http://www.fapi.br/"
"Faculdade de Piracanjuba","http://www.fapgoias.com.br/"
"Faculdade de Porto Velho","http://www.portalfip.com.br/"
"Faculdade de Quatro Marcos","http://www.fqm.edu.br/"
"Faculdade de Realeza","http://www.cesreal.br/"
"Faculdade de Rolim de Moura","http://www.farolrm.com.br/"
"Faculdade de Sabará","http://www.faculdadedesabara.edu.br/"
"Faculdade de Santa Luzia","http://www.facsal.br/"
"Faculdade de São Bento do Rio de Janeiro","http://www.faculdadesaobento.org.br/"
"Faculdade de São Lourenço","http://www.faculdadesaolourenco.com.br/"
"Faculdade de Saúde de São Paulo","http://www.fassp.edu.br/"
"Faculdade de Saúde Ibituruna","http://www.fasi.edu.br/"
"Faculdade de Selvíria","http://www.faculdadedeselviria.com.br/"
"Faculdade de Sergipe","http://www.fase-se.edu.br/"
"Faculdade de Sertãozinho","http://www.fasert.com.br/"
"Faculdade de Sinop","http://www.fasipe.com.br/"
"Faculdade de Sorriso","http://www.fais.com.br/"
"Faculdade de Tecnología Alvares de Azevedo","http://www.faatesp.edu.br/"
"Faculdade de Tecnología Cachoeiro de Itapemirim","http://www.faci.edu.br/"
"Faculdade de Tecnología Carlos Drummond de Andrade","http://www.drummond.com.br/"
"Faculdade de Tecnología Cetep","http://www.cetepensino.com.br/"
"Faculdade de Tecnología Ciências e Educação","http://www.fatece.edu.br/"
"Faculdade de Tecnología da Amazônia","http://faz.edu.br/"
"Faculdade de Tecnología da Baixada Santista","http://www.fatecbs.edu.br/"
"Faculdade de Tecnología da Paraiba","http://www.fatecpb.edu.br/"
"Faculdade de Tecnología Darcy Ribeiro","http://www.ftdr.com.br/"
"Faculdade de Tecnología de Alagoas","http://www.fat-al.edu.br/"
"Faculdade de Tecnología de Americana","http://www.fatec.edu.br/"
"Faculdade de Tecnología de Botucatu","http://www.fatecbt.edu.br/"
"Faculdade de Tecnología de Guaratingueta","http://www.fatecguaratingueta.edu.br/"
"Faculdade de Tecnología de Jahu","http://www.fatecjahu.edu.br/"
"Faculdade de Tecnología de Jaragua","http://www.fatej.com.br/"
"Faculdade de Tecnología de Mauá","http://www.fatecmaua.com.br/"
"Faculdade de Tecnología de Piracicaba","http://www.fateppiracicaba.edu.br/"
"Faculdade de Tecnología de Praia Grande","http://www.fatecpg.com.br/"
"Faculdade de Tecnología de Rio Claro","http://www.cbta.edu.br/"
"Faculdade de Tecnología de Rio Preto","http://www.fatecriopreto.edu.br/"
"Faculdade de Tecnología de São Bernardo do Campo","http://www.fatecsbc.edu.br/"
"Faculdade de Tecnología de São Paulo","http://www.fatecsp.br/"
"Faculdade de Tecnología de Sorocaba","http://www.fatecsorocaba.edu.br/"
"Faculdade de Tecnología de Teresina","http://www.cet.edu.br/"
"Faculdade de Tecnología Diamante","http://www.fated.edu.br/"
"Faculdade de Tecnología do Amapá","http://www.cete.edu.br/"
"Faculdade de Tecnología do Vale do Ivai","http://www.fatec-ivai.edu.br/"
"Faculdade de Tecnología e Aperfeicoamento Humano","http://www.fatene.edu.br/"
"Faculdade de Tecnología e Ciencias de Feira de Santana","http://www.ftc.br/"
"Faculdade de Tecnología Egidio José da Silva","http://www.fategidio.com.br/"
"Faculdade de Tecnología Expoentec","http://www.expoentec.edu.br/"
"Faculdade de Tecnología Ftecbrasil","http://www.ftec.com.br/"
"Faculdade de Tecnología Herrero","http://www.herrero.com.br/"
"Faculdade de Tecnología Intensiva","http://www.fateci.com.br/"

"Faculdade de Tecnología Interamerica","http://www.interamerica.edu.br/"
"Faculdade de Tecnología João Pessoa","http://www.fatecjp.com.br/"
"Faculdade de Tecnología Michel","http://www.faculdademichel.com.br/"
"Faculdade de Tecnología Norte Fluminense","http://www.facultec.com.br/"
"Faculdade de Tecnología Paulo Freire","http://www.fatepdf.edu.br/"
"Faculdade de Tecnología Pernambuco","http://www.fatecpe.com.br/"
"Faculdade de Tecnología São Carlos","http://www.fatesc.com.br/"
"Faculdade de Tecnología São Gonçalo","http://www.fatesg.com.br/"
"Faculdade de Tecnología São Mateus","http://www.saomateus.edu.br/"
"Faculdade de Tecnología Senai Florianopolis","http://www.ctai.senai.br/"
"Faculdade de Tecnología Senai Joinville","http://www.sc.senai.br/"
"Faculdade de Tecnología Thereza Porto Marques","http://www.faetec.br/"
"Faculdade de Telêmaco Borba","http://www.fatebtb.edu.br/"
"Faculdade de Teologia de Boa Vista","http://www.fatebov.com.br/"
"Faculdade de Teologia de Hokemãh","http://www.fateh.com.br/"
"Faculdade de Teologia e Filosofia Sinal","http://www.sinalacre.com.br/"
"Faculdade de Teologia Integrada","http://www.fatin.com.br/"
"Faculdade de Teologia Umbandista","http://www.ftu.edu.br/"
"Faculdade de Timbaúba","http://www.faculdadedetimbauba.com.br/"
"Faculdade de Turismo de Caratinga","http://www.doctum.com.br/"
"Faculdade de Viçosa","http://www.faculdadevicosa.com.br/"
"Faculdade de Vinhedo","http://www.faculdadedevinhedo.com.br/"
"Faculdade Decisao","http://www.fade.edu.br/"
"Faculdade Dehoniana","http://www.dehoniana.org.br/"
"Faculdade Diadema","http://www.fadnet.br/"
"Faculdade Dinâmica do Vale do Piranga","http://www.faculdadedinamica.com.br/"
"Faculdade Diocesana São Jose","http://www.fadisi.com.br/"
"Faculdade do Amapá","http://www.famap.edu.br/"
"Faculdade do Centro Leste","http://www.ucl.br/"
"Faculdade do Clube Naútico Mogiano","http://www.nautico.edu.br/"
"Faculdade do Futuro","http://www.faculdadedofuturo.edu.br/"
"Faculdade do Guarujá","http://www.faculdadedoguaruja.com.br/"
"Faculdade do Litoral Catarinense","http://www.flc.edu.br/"
"Faculdade do Litoral Sul Paulista","http://www.fals.com.br/"
"Faculdade do Meio Ambiente e de Tecnología de Negocios","http://www.famatec.edu.br/"
"Faculdade do Noroeste de Minas","http://www.finom.edu.br/"
"Faculdade do Noroeste Paranaense","http://www.fanp.com.br/"
"Faculdade do Norte Pioneiro","http://www.fanorpi.com.br/"
"Faculdade do Pará","http://www.fap-pa.edu.br/"
"Faculdade do Seridó","http://www.faculdadedoserido.com.br/"
"Faculdade do Sul da Bahia","http://www.ffassis.edu.br/"
"Faculdade do Vale do Itapecuru","http://www.faionline.com.br/"
"Faculdade do Vale do Jaguaribe","http://www.fvj.br/"
"Faculdade Dois de Julho","http://www.f2j.edu.br/"
"Faculdade Dom Bosco de Porto Alegre *","http://www.facdombosco.edu.br/"
"Faculdade Dom Pedro II","http://www.dompedrosegundo.edu.br/"
"Faculdade Dos Guararapes","http://www.faculdadeguararapes.edu.br/"
"Faculdade dos Imigrantes","http://www.faculdadedosimigrantes.com.br/"
"Faculdade Dr Leocádio José Correia","http://www.falec.br/"
"Faculdade e Colegio Dom Bosco","http://www.faeca.com.br/"
"Faculdade e Colegio Mário de Andrade","http://www.mariodeandrade.com.br/"
"Faculdade e Colegio Morumbi Sul","http://www.morumbisul.com.br/"
"Faculdade e Colegio Santa Rita","http://www.fasar.com.br/"
"Faculdade Eça de Queiros","http://www.faceq.edu.br/"
"Faculdade Editora Nacional","http://www.faenac.edu.br/"
"Faculdade Educacional de Arapoti","http://www.faculdadearapoti.com.br/"
"Faculdade Educacional de Araucária","http://www.facear.edu.br/"
"Faculdade Educacional de Colombo","http://www.faecpr.edu.br/"
"Faculdade Educacional de Medianeira","http://www.facemed.edu.br/"
"Faculdade Educacional Unidade Serra","http://www.fase.br/"
"Faculdade Eduvale de Avaré","http://www.eduvaleavare.com.br/"
"Faculdade Ernesto Riscali","http://www.faer.edu.br/"
"Faculdade Estácio de Sá","http://www.fes.br/"
"Faculdade Estácio de Sá Belho Horizonte","http://www.bh.estacio.br/"
"Faculdade Estácio de Sá de Juiz de Fora","http://www.jf.estacio.br/"
"Faculdade Estácio de Sá de Ourinhos","http://www.faeso.edu.br/"
"Faculdade Estácio de Sá de Santa Catarina","http://www.sc.estacio.br/"
"Faculdade Estácio de Sá de Vitoria","http://www.es.estacio.br/"
"Faculdade Estadual de Ciências e Letras de Campo Mourao","http://www.fecilcam.br/"
"Faculdade Estadual de Ciências Económicas de Apucarana","http://www.fecea.br/"
"Faculdade Estadual de Direito do Norte Pioneiro","http://www.fundinop.br/"
"Faculdade Estadual de Educação Ciencias e Letras de Paranavai","http://www.fafipa.br/"
"Faculdade Estadual de Filosofia Ciências e Letras de União da Vitoria","http://www.fafiuv.br/"
"Faculdade Etapa","http://www.eseg.edu.br/"
"Faculdade Euclides da Cunha","http://www.feucriopardo.edu.br/"
"Faculdade Europeia","http://www.faculdadeeuropeia.com/"
"Faculdade Evangélica de Brasília","http://www.fe.edu.br/"
"Faculdade Evangélica de Ciências e Tecnología","http://www.faecad.com.br/"
"Faculdade Evangélica de Salvador","http://www.facesa.com.br/"
"Faculdade Evangélica de Teologia de Belo Horizonte","http://www.fatebh.com.br/"
"Faculdade Evangélica do Meio Norte","http://www.faeme.com.br/"
"Faculdade Evangélica do Paraná","http://www.fepar.edu.br/"
"Faculdade Evangélica do Piauí","http://www.faepi.com.br/"
"Faculdade Evolução","http://www.faev.com.br/"
"Faculdade Evolutivo","http://www.faceonline.com.br/"
"Faculdade Exponencial","http://www.exponencial.br/"
"Faculdade Fabrai","http://www.fabrai.br/"
"Faculdade FAIFA","http://www.faifa.com.br/"
"Faculdade Fapan","http://www.fapan.com.br/"
"Faculdade Farias Brito","http://www.ffb.edu.br/"
"Faculdade FCG","http://www.cesc.br/"
"Faculdade Fernão Dias","http://www.faculdadefernaodias.edu.br/"
"Faculdade Fibra","http://www.fibra.edu.br/"
"Faculdade Fidelis","http://www.fidelis.edu.br/"
"Faculdade Frassinetti do Recife","http://www.fafire.br/"
"Faculdade FUCAPE","http://www.fucape.br/"
"Faculdade Gamaliel","http://www.faculdadegamaliel.com.br/"
"Faculdade Gennari e Peartree","http://www.fgp.com.br/"
"Faculdade Geremario Dantas","http://www.fgd.edu.br/"
"Faculdade Global de Umuarama","http://www.fgu.edu.br/"
"Faculdade Guaianas","http://www.faculdadeguaianas.com.br/"
"Faculdade Guairaca","http://www.faculdadeguairaca.edu.br/"
"Faculdade Guaraí","http://www.faculdadeguarai.edu.br/"
"Faculdade Hélio Rocha","http://www.heliorocha.com.br/"
"Faculdade Horizontes","http://www.faculdadehorizontes.com.br/"
"Faculdade Horizontina","http://www.fahor.com.br/"
"Faculdade Ibrafem","http://www.faculdadeibrafem.edu.br/"
"Faculdade IBTA","http://www.ibta.com.br/"
"Faculdade IDEAU","http://www.ideau.com.br/"
"Faculdade IESA","http://www.iesa.edu.br/"
"Faculdade Iescamp","http://www.iescamp.com.br/"
"Faculdade IESCO","http://www.iesco.edu.br/"
"Faculdade Iguaçu","http://www.faculdadeiguacu.com.br/"
"Faculdade Iguapense Santo Augusto","http://www.fisa.edu.br/"
"Faculdade Impacta Tecnología","http://www.impacta.edu.br/"
"Faculdade Independente Butantã","http://www.fibutanta.br/"
"Faculdade Independente do Nordeste","http://www.fainor.com.br/"
"Faculdade Ined","http://www.faculdadeined.com.br/"
"Faculdade INEDI","http://www.cesuca.com.br/"
"Faculdade Inesp Instituto Nacional de Ensino e Pesquisa","http://www.inesp.edu.br/"
"Faculdade Inga","http://www.uninga.br/"
"Faculdade Instituto de Desenvolvimento Cultural","http://www.idc.org.br/"
"Faculdade Instituto Paulista de Ensino","http://www.fipen.edu.br/"
"Faculdade Integração Tietê","http://www.faculdadetiete.com.br/"
"Faculdade Integrada da Grande Fortaleza","http://www.fgf.edu.br/"
"Faculdade Integrada de Ensino Superior de Colinas","http://www.fecolinas.edu.br/"
"Faculdade Integrada de Pernambuco","http://www.facipe.edu.br/"
"Faculdade Integrada do Ceara","http://www.fic.br/"
"Faculdade Integrada do Recife","http://www.fir.br/"
"Faculdade Integrada Tiradentes","http://www.fits.edu.br/"
"Faculdade Integrado de Campo Mourão","http://www.grupointegrado.br/"
"Faculdade Integrado Inesul","http://www.inesul.edu.br/"
"Faculdade Integrado Inesul Araucária","http://www.faneesp.edu.br/"
"Faculdade Integral Diferencial","http://www.facid.com.br/"
"Faculdade Interamericana de Porto Velho","http://www.uniron.edu.br/"
"Faculdade Intermunicipal do Noroeste do Paraná","http://www.facinor.br/"
"Faculdade Internacional de Ciências Empresariais","http://www.fice.com.br/"
"Faculdade Internacional de Curitiba","http://facinter.grupouninter.com.br/"
"Faculdade INTESP Instituto Tecnológico do Sudoeste Paulista","http://www.intesp.com.br/"
"Faculdade Ipiranga","http://www.faculdadeipiranga.com.br/"
"Faculdade Isaac Newton","http://www.isaacnewton.edu.br/"
"Faculdade ITEC Ad1 *","http://www.ad1.br/"
"Faculdade Jaboticabal","http://www.fajab.com.br/"
"Faculdade Jaguariaíva","http://www.fajar.edu.br/"
"Faculdade Jangada","http://www.faculdadejangada.com.br/"
"Faculdade Jesús María José","http://www.fajesu.com.br/"
"Faculdade Joana d""Arc","http://www.fjd.com.br/"
"Faculdade Joao Calvino","http://www.cetai.com.br/"
"Faculdade Joao Paulo II","http://www.fajopa.edu.br/"
"Faculdade Jorge Amado","http://www.fja.edu.br/"
"Faculdade José Augusto Vieira","http://www.fijav.com.br/"
"Faculdade José Lacerda Filho de Ciencias Aplicadas Ipojuca","http://www.fajolca.edu.br/"
"Faculdade Juscelino Kubitschek","http://www.faculdadejk.edu.br/"
"Faculdade Juscelino Kubitschek Valparaiso","http://www.faculdadejkvalparaiso.com.br/"
"Faculdade Kurios","http://www.fak.edu.br/"
"Faculdade Latino Americana","http://www.latinoamericana.edu.br/"
"Faculdade Latino-Americana de Educação","http://www.flated.edu.br/"
"Faculdade Leão Sampaio","http://www.leaosampaio.edu.br/"
"Faculdade Lions","http://www.unilions.org/"
"Faculdade Lourenco Filho","http://www.flf.edu.br/"
"Faculdade LS","http://www.ls.edu.br/"
"Faculdade Luciano Feijão","http://www.flucianofeijao.com.br/"
"Faculdade Luiz Eduardo Magalhães","http://www.filem.edu.br/"
"Faculdade Luso-Brasileira","http://www.falub.edu.br/"
"Faculdade Luterana de Teologia","http://www.flt.edu.br/"
"Faculdade Luterana Rui Barbosa","http://www.falurb.edu.br/"
"Faculdade Luterana São Marcos","http://www.saomarcos.br/"
"Faculdade Machado de Assis","http://www.famanet.br/"
"Faculdade Madre Tereza","http://www.madretereza.edu.br/"
"Faculdade Madre Thaís","http://www.faculdademadrethais.com.br/"
"Faculdade Marechal Rondon","http://www.fmr.edu.br/"
"Faculdade Maria Milza","http://www.famam.com.br/"
"Faculdade Maringá","http://www.faculdadesmaringa.br/"
"Faculdade Marista","http://www.faculdademarista.com.br/"
"Faculdade Mater Dei","http://www.materdei.edu.br/"
"Faculdade Mauá","http://www.mauadf.com.br/"
"Faculdade Mauricio de Nassau","http://www.mauriciodenassau.edu.br/"
"Faculdade Max Planck","http://www.facmaxplanck.edu.br/"
"Faculdade Mercúrio","http://www.faculdademercurio.edu.br/"
"Faculdade Metodista","http://www.faculdademetodista.edu.br/"
"Faculdade Metropolitana","http://www.faculdademetropolitana.com.br/"
"Faculdade Metropolitana da Grande Fortaleza","http://www.fametro.com.br/"
"Faculdade Metropolitana da Grande Recife","http://www.metropolitana.edu.br/"
"Faculdade Metropolitana de Belo Horizonte","http://www.metropolitanabh.coc.com.br/"
"Faculdade Metropolitana de Camaçari","http://www.famec.edu.br/"
"Faculdade Metropolitana de Curitiba","http://www.famec.com.br/"
"Faculdade Metropolitana de Guaramirim","http://www.fameg.edu.br/"
"Faculdade Metropolitana de Manaus","http://www.fametro.edu.br/"
"Faculdade Metropolitana de Maringa","http://www.unifamma.edu.br/"
"Faculdade Metropolitana de Vitoria","http://www.metropolitanavix.com.br/"
"Faculdade Michelangelo","http://www.michelangelo.edu.br/"
"Faculdade Milenio","http://www.facmilenio.edu.br/"
"Faculdade Minas Gerais","http://www.famig.edu.br/"
"Faculdade Missioneira do Paraná","http://www.famipar.edu.br/"
"Faculdade Modelo","http://www.facimod.com.br/"
"Faculdade Módulo","http://www.faculdademodulo.com.br/"
"Faculdade Montes Belos","http://www.fmb.edu.br/"
"Faculdade Moraes Júnior","http://www.moraesjunior.edu.br/"
"Faculdade Mozarteum de São Paulo","http://www.mozarteum.br/"
"Faculdade Multieducativa","http://www.multieducativa.com.br/"
"Faculdade Municipal Professor Franco Montoro","http://www.fmpfm.edu.br/"
"Faculdade Nacional","http://www.finac.br/"
"Faculdade Natalense para o Desenvolvimento do Rio Grande do Norte","http://www.farn.br/"
"Faculdade Network","http://www.nwk.edu.br/"
"Faculdade Nobre","http://www.fan.com.br/"
"Faculdade Nossa Cidade","http://www.faculdadenossacidade.com.br/"
"Faculdade Nossa Senhora Aparecida","http://www.fanap.br/"
"Faculdade Novafapi","http://www.novafapi.com.br/"
"Faculdade Novo Hamburgo","http://www.ienh.com.br/"
"Faculdade Novo Milênio","http://www.novomilenio.br/"
"Faculdade Novos Horizontes","http://www.unihorizontes.br/"
"Faculdade Objetivo","http://www.faculdadeobjetivo.com.br/"
"Faculdade Orígenes Lessa","http://www.facol.br/"
"Faculdade Osman Lins","http://www.facol.net/"
"Faculdade Padre Joao Bagozzi","http://www.faculdadebagozzi.edu.br/"
"Faculdade Palas Atena","http://www.palasatena.edu.br/"
"Faculdade Palotina","http://www.fapas.edu.br/"
"Faculdade para o Desenvolvimento de Pernambuco","http://www.fadepe.com.br/"
"Faculdade Paraíso Grupo Lusofona","http://www.faculdadeparaiso.edu.br/"
"Faculdade Paraíso-Ce","http://www.faculdadeparaiso.com.br/"
"Faculdade Paranaense","http://www.faccar.com.br/"
"Faculdade Paulista de Artes","http://www.fpa.art.br/"
"Faculdade Paulista de Educação e Comunicacao-Instituto Superior de Educação de Ibiuna","http://www.fapec-isei.com.br/"
"Faculdade Paulista de Pesquisa e Ensino Superior","http://www.fappes.edu.br/"
"Faculdade Paulista de Serviço Social","http://www.fapss.br/"
"Faculdade Paulus de Tecnología e Comunicacao","http://www.fapcom.com.br/"
"Faculdade Pedro II","http://www.fape2.edu.br/"
"Faculdade Pereira de Freitas","http://www.pereiradefreitas.com.br/"
"Faculdade Pernambucana","http://www.fape-pe.edu.br/"
"Faculdade Piauiense","http://www.portalfap.com.br/"
"Faculdade Pitagoras *","http://www.faculdadepitagoras.com.br/"
"Faculdade Politécnica de Campinas","http://www.policamp.edu.br/"
"Faculdade Politécnica de Uberlandia","http://www1.fpu.com.br/"
"Faculdade Portal","http://www.facportal.com.br/"
"Faculdade Porto Seguro","http://www.faps.edu.br/"
"Faculdade Potiguar da Paraiba","http://www.fpb.edu.br/"
"Faculdade Presbiteriana Gammon","http://www.fagammon.edu.br/"
"Faculdade Professor Miguel Angelo da Silva Santos","http://www.funemac.edu.br/"
"Faculdade Prudente de Moraes","http://www.fpm.edu.br/"
"Faculdade QI","http://www.faculdadeqi.com.br/"
"Faculdade Quirinopolis","http://www.faculdadequirinopolis.com.br/"
"Faculdade Ranchariense","http://www.fran.edu.br/"
"Faculdade Redentor","http://www.redentor.edu.br/"
"Faculdade Regional da Bahia","http://www.unirb.edu.br/"
"Faculdade Regional de Ribeira do Pombal","http://www.farrp.edu.br/"
"Faculdade Reunida","http://www.faculdadereunida.com.br/"
"Faculdade Roraimense de Ensino Superior","http://www.fares.edu.br/"
"Faculdade Ruy Barbosa de Administração e de Direito","http://www.frb.br/"
"Faculdade Saberes","http://www.saberes.edu.br/"
"Faculdade Salesiana de Vitoria","http://www.faculdadesalesiana.edu.br/"
"Faculdade Salesiana do Nordeste","http://www.fasne.edu.br/"
"Faculdade Salesiana Dom Bosco","http://www.fsdb.edu.br/"
"Faculdade Salesiana Maria Auxiliadora","http://www.fsma.edu.br/"
"Faculdade Santa Catarina","http://www.faculdadesantacatarina.com.br/"
"Faculdade Santa Cecília","http://www.fascpinda.com.br/"
"Faculdade Santa Clara","http://www.fascla.com.br/"
"Faculdade Santa Emília de Rodat","http://www.faser.edu.br/"
"Faculdade Santa Fé","http://www.santafe.edu.br/"
"Faculdade Santa Giulia","http://www.santagiulia.edu.br/"
"Faculdade Santa Helena","http://www.fsh.edu.br/"
"Faculdade Santa Izildinha","http://www.fiesi.com.br/"
"Faculdade Santa Lúcia","http://www.santalucia.br/"
"Faculdade Santa Marcelina","http://www.fasm.edu.br/"
"Faculdade Santa Maria","http://www.fsm.com.br/"
"Faculdade Santa Rita","http://www.fasar.edu.br/"
"Faculdade Santa Rita de Cassia","http://www.unifasc.com.br/"
"Faculdade Santa Terezinha","http://www.cest.edu.br/"
"Faculdade Sant""Ana","http://www.iessa.edu.br/"
"Faculdade Santissimo Sacramento","http://www.fsssacramento.br/"
"Faculdade Santo Agostinho","http://www.fasa.edu.br/"
"Faculdade Santo Antônio","http://www.facsantoantonio.com.br/"
"Faculdade Santo Antônio de Pádua","http://www.fasap.com.br/"
"Faculdade Santos Dumont","http://www.fsd.edu.br/"
"Faculdade São Bento da Bahia","http://www.saobento.org/"
"Faculdade São Bernardo","http://www.facsaobernardo.com.br/"
"Faculdade São Camilo","http://www.saocamilo-ba.br/"
"Faculdade São Camilo Minas Gerais","http://www.saocamilo-mg.br/"
"Faculdade São Francisco de Assis FASFA","http://www.fasfa.com.br/"
"Faculdade São Francisco de Assis UNIFIN","http://www.unifin.com.br/"
"Faculdade São Francisco de Barreiras","http://www.fasb.edu.br/"
"Faculdade São Francisco de Juazeiro","http://www.fasj.edu.br/"
"Faculdade São José","http://www.faculdadesaojose.com.br/"
"Faculdade São Lucas","http://www.saolucas.edu.br/"
"Faculdade São Luis *","http://www.facsaoluis.br/"
"Faculdade São Luis de França","http://www.faculdadesaoluisdefranca.com.br/"
"Faculdade São Luis Jaboticabal","http://www.saoluis.br/"
"Faculdade São Luiz","http://www.faculdadesaoluiz.edu.br/"
"Faculdade São Mateus Instituto Vale do Cricaré","http://www.ivc.br/"
"Faculdade São Miguel","http://www.faculdadesaomiguel.com/"
"Faculdade São Roque","http://www.facsaoroque.br/"
"Faculdade São Salvador","http://www.saosalvador.edu.br/"
"Faculdade SATC","http://www.satc.edu.br/"
"Faculdade Seama","http://www.seama.edu.br/"
"Faculdade Serra do Carmo","http://www.fasec.edu.br/"
"Faculdade Serrana","http://www.fasep.edu.br/"
"Faculdade Sete de Setembro Ceará","http://www.fa7.edu.br/"
"Faculdade Sete de Setembro Paulo Afonso","http://www.fasete.edu.br/"
"Faculdade Social da Bahia","http://www.faculdadesocial.edu.br/"
"Faculdade Sopece","http://www.sopece.br/"
"Faculdade Souza Marques","http://www.souzamarques.br/"
"Faculdade Sudoeste Paulista","http://www.fsp.edu.br/"
"Faculdade Sudoeste Paulistano","http://www.fasup.edu.br/"
"Faculdade Sul Americana","http://www.fasam.edu.br/"
"Faculdade Sul Brasil","http://www.fasul.edu.br/"
"Faculdade Sul Fluminense","http://www.fasfsul.edu.br/"
"Faculdade Suldamerica","http://www.suldamerica.edu.br/"
"Faculdade Sumaré","http://www.sumare.edu.br/"
"Faculdade Taboão da Serra","http://www.universitariotaboao.com.br/"
"Faculdade Talentos Humanos","http://www.facthus.edu.br/"
"Faculdade Tamandaré","http://www.faculdadetamandare.com/"
"Faculdade Teixeira de Freitas","http://www.factef.com/"
"Faculdade Teológica Batista de São Paulo","http://www.teologica.br/"
"Faculdade Teológica Batista do Paraná","http://www.ftbp.com.br/"
"Faculdade Teológica de Educação e Ciências Logos","http://www.faetel.edu.br/"
"Faculdade Teológica e Seminario Batista Ana Wollerman","http://www.anawollerman.com.br/"
"Faculdade Teológica Sul Americana","http://www.ftsa.edu.br/"
"Faculdade Tijucussu","http://www.factijucussu.edu.br/"
"Faculdade Triângulo Mineiro","http://www.ftm.edu.br/"
"Faculdade Ubaense Ozanam Coelho","http://www.fagoc.br/"
"Faculdade Unialfa","http://www.faculdadealfabrasil.edu.br/"
"Faculdade União","http://www.faculdadeuniao.edu.br/"
"Faculdade União Americana","http://www.uniaoamericana.edu.br/"
"Faculdade União das Americas","http://www.uniamerica.br/"
"Faculdade Unices","http://www.unices.com.br/"
"Faculdade Unida da Paraíba","http://www.unipb.com.br/"
"Faculdade Unida de Campinas","http://www.unicamps.com.br/"
"Faculdade Unida de Vitória","http://www.faculdadeunida.com.br/"
"Faculdade Unilagos","http://www.unilagos.com.br/"
"Faculdade Uninorte","http://www.uninorte.edu.br/"
"Faculdade Unireal","http://www.unireal.edu.br/"
"Faculdade Unisaber","http://www.unisaber.edu.br/"
"Faculdade Unissa de Sarandi","http://www.unissa.edu.br/"
"Faculdade Unives","http://www.unives.edu.br/"
"Faculdade Vale do Gorutuba","http://www.favag.com.br/"
